scheme,request_id,correct,plaintext_decision,encrypted_decision,encryption_time,decryption_time,total_time,cpu_start,cpu_end,ram_start,ram_end,ciphertext_size,payload_size
CKKS-proposed,4,True,inside,inside,0.004549264907836914,4.76837158203125e-07,0.45509815216064453,0.0,4.4,135.8671875,145.05859375,324404,8525439
CKKS-proposed,5,True,inside,inside,0.004670858383178711,2.384185791015625e-07,0.46349644660949707,0.0,0.0,136.92578125,143.99609375,324404,8525439
CKKS-proposed,6,True,inside,inside,0.004081249237060547,2.384185791015625e-07,0.45651841163635254,0.0,2.2,135.8671875,145.05859375,324404,8525439
CKKS-proposed,7,True,inside,inside,0.003904104232788086,2.384185791015625e-07,0.4603109359741211,0.0,0.0,136.92578125,143.99609375,324404,8525439
CKKS-proposed,8,True,inside,inside,0.004254817962646484,2.384185791015625e-07,0.4787099361419678,0.0,0.0,135.8671875,145.05859375,324404,8525439
CKKS-proposed,9,True,inside,inside,0.004384279251098633,2.384185791015625e-07,0.4585299491882324,1.9,0.0,136.92578125,143.99609375,324404,8525439
CKKS-optimized,5.655,1.768,0.566,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.007032155990600586,2.384185791015625e-07,0.45687127113342285,2.1,0.9,139.74609375,146.734375,324380,8525415
CKKS-proposed,1,True,inside,inside,0.005444765090942383,7.152557373046875e-07,0.44598817825317383,1.8,2.1,138.171875,144.484375,324380,8525415
CKKS-proposed,2,True,inside,inside,0.004389524459838867,2.384185791015625e-07,0.4479827880859375,2.9,2.9,136.35546875,145.59375,324380,8525415
CKKS-proposed,3,True,inside,inside,0.004408836364746094,4.76837158203125e-07,0.43485093116760254,0.0,0.0,137.46484375,144.54296875,324380,8525415
CKKS-proposed,4,True,inside,inside,0.00374603271484375,7.152557373046875e-07,0.45300936698913574,0.0,1.2,136.4140625,145.59765625,324380,8525415
CKKS-proposed,5,True,inside,inside,0.0042285919189453125,2.384185791015625e-07,0.45937514305114746,0.0,0.0,137.46484375,144.54296875,324380,8525415
CKKS-proposed,6,True,inside,inside,0.0045261383056640625,2.384185791015625e-07,0.48546600341796875,1.9,1.0,136.4140625,145.59765625,324380,8525415
CKKS-proposed,7,True,inside,inside,0.003962039947509766,4.76837158203125e-07,0.5150494575500488,1.9,0.0,137.46484375,144.54296875,324380,8525415
CKKS-proposed,8,True,inside,inside,0.005196332931518555,4.76837158203125e-07,0.46254897117614746,3.8,0.0,136.4140625,145.59765625,324380,8525415
CKKS-proposed,9,True,inside,inside,0.0036890506744384766,2.384185791015625e-07,0.4523191452026367,1.7,2.2,137.46484375,144.546875,324380,8525415
CKKS-optimized,5.637,1.774,0.564,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.0049571990966796875,2.384185791015625e-07,0.44290804862976074,1.0,0.0,137.6015625,146.55078125,324396,8525431
CKKS-proposed,1,True,inside,inside,0.005097866058349609,2.384185791015625e-07,0.5199613571166992,2.0,6.2,137.9453125,144.421875,324396,8525431
CKKS-proposed,2,True,inside,inside,0.004038572311401367,2.384185791015625e-07,0.4446871280670166,0.0,0.0,136.29296875,145.53515625,324396,8525431
CKKS-proposed,3,True,inside,inside,0.003692150115966797,2.384185791015625e-07,0.4610562324523926,0.0,2.2,137.40625,144.48828125,324396,8525431
CKKS-proposed,4,True,inside,inside,0.004918098449707031,4.76837158203125e-07,0.4462902545928955,1.0,0.0,136.359375,145.55078125,324396,8525431
CKKS-proposed,5,True,inside,inside,0.004142284393310547,4.76837158203125e-07,0.44988226890563965,1.0,0.0,137.421875,144.5,324396,8525431
CKKS-proposed,6,True,inside,inside,0.0039043426513671875,2.384185791015625e-07,0.44892072677612305,2.0,0.9,136.37109375,145.5546875,324396,8525431
CKKS-proposed,7,True,inside,inside,0.0046617984771728516,4.76837158203125e-07,0.4610569477081299,3.8,0.0,137.421875,144.5,324396,8525431
CKKS-proposed,8,True,inside,inside,0.004163265228271484,2.384185791015625e-07,0.461320161819458,0.0,0.0,136.37109375,145.55859375,324396,8525431
CKKS-proposed,9,True,inside,inside,0.00543522834777832,2.384185791015625e-07,0.45891880989074707,12.5,0.0,137.42578125,144.51171875,324396,8525431
CKKS-optimized,5.621,1.779,0.562,1.0,1.0,1.0,1.0,10,10
CKKS-proposed,0,True,inside,inside,0.005721330642700195,2.384185791015625e-07,0.4500727653503418,3.7,1.9,139.8203125,146.59765625,324488,8525523
CKKS-proposed,1,True,inside,inside,0.006275177001953125,2.384185791015625e-07,0.466951847076416,0.0,0.0,138.15625,144.09765625,324488,8525523
CKKS-proposed,2,True,inside,inside,0.004703044891357422,2.384185791015625e-07,0.4583170413970947,0.0,0.0,135.96875,145.10546875,324488,8525523
CKKS-proposed,3,True,inside,inside,0.004839181900024414,2.384185791015625e-07,0.48534226417541504,0.0,4.5,136.9765625,144.21875,324488,8525523
CKKS-proposed,4,True,inside,inside,0.004720211029052734,2.384185791015625e-07,0.45998263359069824,1.8,6.2,136.08984375,145.12109375,324488,8525523
CKKS-proposed,5,True,inside,inside,0.003839731216430664,2.384185791015625e-07,0.4656507968902588,5.2,3.1,136.9921875,144.2265625,324488,8525523
